date,community_area_id,community_area,n_crashes,dow,month,weekofyear,is_weekend,dow_sin,dow_cos,lag_1,lag_7,lag_14,rolling_7
2023-01-25,8,NEAR NORTH SIDE,13,2,1,4,0,0.9749279121818236,-0.22252093395631434,15.0,14.0,11.0,14.0
2023-01-26,8,NEAR NORTH SIDE,28,3,1,4,0,0.43388373911755823,-0.900968867902419,13.0,19.0,11.0,13.857142857142858
2023-01-27,8,NEAR NORTH SIDE,22,4,1,4,0,-0.433883739117558,-0.9009688679024191,28.0,11.0,17.0,15.142857142857142
2023-01-28,8,NEAR NORTH SIDE,14,5,1,4,1,-0.9749279121818236,-0.2225209339563146,22.0,11.0,12.0,16.714285714285715
2023-01-29,8,NEAR NORTH SIDE,17,6,1,4,1,-0.7818314824680299,0.6234898018587334,14.0,21.0,5.0,17.142857142857142
2023-01-30,8,NEAR NORTH SIDE,8,0,1,5,0,0.0,1.0,17.0,7.0,15.0,16.571428571428573
2023-01-31,8,NEAR NORTH SIDE,6,1,1,5,0,0.7818314824680298,0.6234898018587336,8.0,15.0,10.0,16.714285714285715
2023-02-01,8,NEAR NORTH SIDE,8,2,2,5,0,0.9749279121818236,-0.22252093395631434,6.0,13.0,14.0,15.428571428571429
2023-02-02,8,NEAR NORTH SIDE,12,3,2,5,0,0.43388373911755823,-0.900968867902419,8.0,28.0,19.0,14.714285714285714
2023-02-03,8,NEAR NORTH SIDE,11,4,2,5,0,-0.433883739117558,-0.9009688679024191,12.0,22.0,11.0,12.428571428571429
2023-02-04,8,NEAR NORTH SIDE,14,5,2,5,1,-0.9749279121818236,-0.2225209339563146,11.0,14.0,11.0,10.857142857142858
2023-02-05,8,NEAR NORTH SIDE,10,6,2,5,1,-0.7818314824680299,0.6234898018587334,14.0,17.0,21.0,10.857142857142858
2023-02-06,8,NEAR NORTH SIDE,8,0,2,6,0,0.0,1.0,10.0,8.0,7.0,9.857142857142858
2023-02-07,8,NEAR NORTH SIDE,6,1,2,6,0,0.7818314824680298,0.6234898018587336,8.0,6.0,15.0,9.857142857142858
2023-02-08,8,NEAR NORTH SIDE,13,2,2,6,0,0.9749279121818236,-0.22252093395631434,6.0,8.0,13.0,9.857142857142858
2023-02-09,8,NEAR NORTH SIDE,10,3,2,6,0,0.43388373911755823,-0.900968867902419,13.0,12.0,28.0,10.571428571428571
2023-02-10,8,NEAR NORTH SIDE,14,4,2,6,0,-0.433883739117558,-0.9009688679024191,10.0,11.0,22.0,10.285714285714286
2023-02-11,8,NEAR NORTH SIDE,10,5,2,6,1,-0.9749279121818236,-0.2225209339563146,14.0,14.0,14.0,10.714285714285714
2023-02-12,8,NEAR NORTH SIDE,9,6,2,6,1,-0.7818314824680299,0.6234898018587334,10.0,10.0,17.0,10.142857142857142
2023-02-13,8,NEAR NORTH SIDE,11,0,2,7,0,0.0,1.0,9.0,8.0,8.0,10.0
2023-02-14,8,NEAR NORTH SIDE,14,1,2,7,0,0.7818314824680298,0.6234898018587336,11.0,6.0,6.0,10.428571428571429
2023-02-15,8,NEAR NORTH SIDE,11,2,2,7,0,0.9749279121818236,-0.22252093395631434,14.0,13.0,8.0,11.571428571428571
2023-02-16,8,NEAR NORTH SIDE,20,3,2,7,0,0.43388373911755823,-0.900968867902419,11.0,10.0,12.0,11.285714285714286
2023-02-17,8,NEAR NORTH SIDE,13,4,2,7,0,-0.433883739117558,-0.9009688679024191,20.0,14.0,11.0,12.714285714285714
2023-02-18,8,NEAR NORTH SIDE,13,5,2,7,1,-0.9749279121818236,-0.2225209339563146,13.0,10.0,14.0,12.571428571428571
2023-02-19,8,NEAR NORTH SIDE,19,6,2,7,1,-0.7818314824680299,0.6234898018587334,13.0,9.0,10.0,13.0
2023-02-20,8,NEAR NORTH SIDE,12,0,2,8,0,0.0,1.0,19.0,11.0,8.0,14.428571428571429
2023-02-21,8,NEAR NORTH SIDE,8,1,2,8,0,0.7818314824680298,0.6234898018587336,12.0,14.0,6.0,14.571428571428571
2023-02-22,8,NEAR NORTH SIDE,16,2,2,8,0,0.9749279121818236,-0.22252093395631434,8.0,11.0,13.0,13.714285714285714
2023-02-23,8,NEAR NORTH SIDE,11,3,2,8,0,0.43388373911755823,-0.900968867902419,16.0,20.0,10.0,14.428571428571429
2023-02-24,8,NEAR NORTH SIDE,10,4,2,8,0,-0.433883739117558,-0.9009688679024191,11.0,13.0,14.0,13.142857142857142
2023-02-25,8,NEAR NORTH SIDE,16,5,2,8,1,-0.9749279121818236,-0.2225209339563146,10.0,13.0,10.0,12.714285714285714
2023-02-26,8,NEAR NORTH SIDE,12,6,2,8,1,-0.7818314824680299,0.6234898018587334,16.0,19.0,9.0,13.142857142857142
2023-02-27,8,NEAR NORTH SIDE,16,0,2,9,0,0.0,1.0,12.0,12.0,11.0,12.142857142857142
2023-02-28,8,NEAR NORTH SIDE,14,1,2,9,0,0.7818314824680298,0.6234898018587336,16.0,8.0,14.0,12.714285714285714
2023-03-01,8,NEAR NORTH SIDE,13,2,3,9,0,0.9749279121818236,-0.22252093395631434,14.0,16.0,11.0,13.571428571428571
2023-03-02,8,NEAR NORTH SIDE,12,3,3,9,0,0.43388373911755823,-0.900968867902419,13.0,11.0,20.0,13.142857142857142
2023-03-03,8,NEAR NORTH SIDE,16,4,3,9,0,-0.433883739117558,-0.9009688679024191,12.0,10.0,13.0,13.285714285714286
2023-03-04,8,NEAR NORTH SIDE,17,5,3,9,1,-0.9749279121818236,-0.2225209339563146,16.0,16.0,13.0,14.142857142857142
2023-03-05,8,NEAR NORTH SIDE,10,6,3,9,1,-0.7818314824680299,0.6234898018587334,17.0,12.0,19.0,14.285714285714286
2023-03-06,8,NEAR NORTH SIDE,18,0,3,10,0,0.0,1.0,10.0,16.0,12.0,14.0
2023-03-07,8,NEAR NORTH SIDE,11,1,3,10,0,0.7818314824680298,0.6234898018587336,18.0,14.0,8.0,14.285714285714286
2023-03-08,8,NEAR NORTH SIDE,10,2,3,10,0,0.9749279121818236,-0.22252093395631434,11.0,13.0,16.0,13.857142857142858
2023-03-09,8,NEAR NORTH SIDE,11,3,3,10,0,0.43388373911755823,-0.900968867902419,10.0,12.0,11.0,13.428571428571429
2023-03-10,8,NEAR NORTH SIDE,22,4,3,10,0,-0.433883739117558,-0.9009688679024191,11.0,16.0,10.0,13.285714285714286
2023-03-11,8,NEAR NORTH SIDE,27,5,3,10,1,-0.9749279121818236,-0.2225209339563146,22.0,17.0,16.0,14.142857142857142
2023-03-12,8,NEAR NORTH SIDE,20,6,3,10,1,-0.7818314824680299,0.6234898018587334,27.0,10.0,12.0,15.571428571428571
2023-03-13,8,NEAR NORTH SIDE,5,0,3,11,0,0.0,1.0,20.0,18.0,16.0,17.0
2023-03-14,8,NEAR NORTH SIDE,10,1,3,11,0,0.7818314824680298,0.6234898018587336,5.0,11.0,14.0,15.142857142857142
2023-03-15,8,NEAR NORTH SIDE,15,2,3,11,0,0.9749279121818236,-0.22252093395631434,10.0,10.0,13.0,15.0
2023-03-16,8,NEAR NORTH SIDE,14,3,3,11,0,0.43388373911755823,-0.900968867902419,15.0,11.0,12.0,15.714285714285714
2023-03-17,8,NEAR NORTH SIDE,9,4,3,11,0,-0.433883739117558,-0.9009688679024191,14.0,22.0,16.0,16.142857142857142
2023-03-18,8,NEAR NORTH SIDE,15,5,3,11,1,-0.9749279121818236,-0.2225209339563146,9.0,27.0,17.0,14.285714285714286
2023-03-19,8,NEAR NORTH SIDE,11,6,3,11,1,-0.7818314824680299,0.6234898018587334,15.0,20.0,10.0,12.571428571428571
2023-03-20,8,NEAR NORTH SIDE,9,0,3,12,0,0.0,1.0,11.0,5.0,18.0,11.285714285714286
2023-03-21,8,NEAR NORTH SIDE,6,1,3,12,0,0.7818314824680298,0.6234898018587336,9.0,10.0,11.0,11.857142857142858
2023-03-22,8,NEAR NORTH SIDE,16,2,3,12,0,0.9749279121818236,-0.22252093395631434,6.0,15.0,10.0,11.285714285714286
2023-03-23,8,NEAR NORTH SIDE,12,3,3,12,0,0.43388373911755823,-0.900968867902419,16.0,14.0,11.0,11.428571428571429
2023-03-24,8,NEAR NORTH SIDE,15,4,3,12,0,-0.433883739117558,-0.9009688679024191,12.0,9.0,22.0,11.142857142857142
2023-03-25,8,NEAR NORTH SIDE,19,5,3,12,1,-0.9749279121818236,-0.2225209339563146,15.0,15.0,27.0,12.0
2023-03-26,8,NEAR NORTH SIDE,14,6,3,12,1,-0.7818314824680299,0.6234898018587334,19.0,11.0,20.0,12.571428571428571
2023-03-27,8,NEAR NORTH SIDE,9,0,3,13,0,0.0,1.0,14.0,9.0,5.0,13.0
2023-03-28,8,NEAR NORTH SIDE,16,1,3,13,0,0.7818314824680298,0.6234898018587336,9.0,6.0,10.0,13.0
2023-03-29,8,NEAR NORTH SIDE,5,2,3,13,0,0.9749279121818236,-0.22252093395631434,16.0,16.0,15.0,14.428571428571429
2023-03-30,8,NEAR NORTH SIDE,17,3,3,13,0,0.43388373911755823,-0.900968867902419,5.0,12.0,14.0,12.857142857142858
2023-03-31,8,NEAR NORTH SIDE,17,4,3,13,0,-0.433883739117558,-0.9009688679024191,17.0,15.0,9.0,13.571428571428571
2023-04-01,8,NEAR NORTH SIDE,17,5,4,13,1,-0.9749279121818236,-0.2225209339563146,17.0,19.0,15.0,13.857142857142858
2023-04-02,8,NEAR NORTH SIDE,8,6,4,13,1,-0.7818314824680299,0.6234898018587334,17.0,14.0,11.0,13.571428571428571
2023-04-03,8,NEAR NORTH SIDE,14,0,4,14,0,0.0,1.0,8.0,9.0,9.0,12.714285714285714
2023-04-04,8,NEAR NORTH SIDE,8,1,4,14,0,0.7818314824680298,0.6234898018587336,14.0,16.0,6.0,13.428571428571429
2023-04-05,8,NEAR NORTH SIDE,15,2,4,14,0,0.9749279121818236,-0.22252093395631434,8.0,5.0,16.0,12.285714285714286
2023-04-06,8,NEAR NORTH SIDE,4,3,4,14,0,0.43388373911755823,-0.900968867902419,15.0,17.0,12.0,13.714285714285714
2023-04-07,8,NEAR NORTH SIDE,13,4,4,14,0,-0.433883739117558,-0.9009688679024191,4.0,17.0,15.0,11.857142857142858
2023-04-08,8,NEAR NORTH SIDE,13,5,4,14,1,-0.9749279121818236,-0.2225209339563146,13.0,17.0,19.0,11.285714285714286
2023-04-09,8,NEAR NORTH SIDE,11,6,4,14,1,-0.7818314824680299,0.6234898018587334,13.0,8.0,14.0,10.714285714285714
2023-04-10,8,NEAR NORTH SIDE,13,0,4,15,0,0.0,1.0,11.0,14.0,9.0,11.142857142857142
2023-04-11,8,NEAR NORTH SIDE,10,1,4,15,0,0.7818314824680298,0.6234898018587336,13.0,8.0,16.0,11.0
2023-04-12,8,NEAR NORTH SIDE,6,2,4,15,0,0.9749279121818236,-0.22252093395631434,10.0,15.0,5.0,11.285714285714286
2023-04-13,8,NEAR NORTH SIDE,14,3,4,15,0,0.43388373911755823,-0.900968867902419,6.0,4.0,17.0,10.0
2023-04-14,8,NEAR NORTH SIDE,15,4,4,15,0,-0.433883739117558,-0.9009688679024191,14.0,13.0,17.0,11.428571428571429
2023-04-15,8,NEAR NORTH SIDE,15,5,4,15,1,-0.9749279121818236,-0.2225209339563146,15.0,13.0,17.0,11.714285714285714
2023-04-16,8,NEAR NORTH SIDE,13,6,4,15,1,-0.7818314824680299,0.6234898018587334,15.0,11.0,8.0,12.0
2023-04-17,8,NEAR NORTH SIDE,9,0,4,16,0,0.0,1.0,13.0,13.0,14.0,12.285714285714286
2023-04-18,8,NEAR NORTH SIDE,14,1,4,16,0,0.7818314824680298,0.6234898018587336,9.0,10.0,8.0,11.714285714285714
2023-04-19,8,NEAR NORTH SIDE,12,2,4,16,0,0.9749279121818236,-0.22252093395631434,14.0,6.0,15.0,12.285714285714286
2023-04-20,8,NEAR NORTH SIDE,20,3,4,16,0,0.43388373911755823,-0.900968867902419,12.0,14.0,4.0,13.142857142857142
2023-04-21,8,NEAR NORTH SIDE,14,4,4,16,0,-0.433883739117558,-0.9009688679024191,20.0,15.0,13.0,14.0
2023-04-22,8,NEAR NORTH SIDE,19,5,4,16,1,-0.9749279121818236,-0.2225209339563146,14.0,15.0,13.0,13.857142857142858
2023-04-23,8,NEAR NORTH SIDE,8,6,4,16,1,-0.7818314824680299,0.6234898018587334,19.0,13.0,11.0,14.428571428571429
2023-04-24,8,NEAR NORTH SIDE,12,0,4,17,0,0.0,1.0,8.0,9.0,13.0,13.714285714285714
2023-04-25,8,NEAR NORTH SIDE,9,1,4,17,0,0.7818314824680298,0.6234898018587336,12.0,14.0,10.0,14.142857142857142
2023-04-26,8,NEAR NORTH SIDE,15,2,4,17,0,0.9749279121818236,-0.22252093395631434,9.0,12.0,6.0,13.428571428571429
2023-04-27,8,NEAR NORTH SIDE,14,3,4,17,0,0.43388373911755823,-0.900968867902419,15.0,20.0,14.0,13.857142857142858
2023-04-28,8,NEAR NORTH SIDE,11,4,4,17,0,-0.433883739117558,-0.9009688679024191,14.0,14.0,15.0,13.0
2023-04-29,8,NEAR NORTH SIDE,19,5,4,17,1,-0.9749279121818236,-0.2225209339563146,11.0,19.0,15.0,12.571428571428571
2023-04-30,8,NEAR NORTH SIDE,14,6,4,17,1,-0.7818314824680299,0.6234898018587334,19.0,8.0,13.0,12.571428571428571
2023-05-01,8,NEAR NORTH SIDE,16,0,5,18,0,0.0,1.0,14.0,12.0,9.0,13.428571428571429
2023-05-02,8,NEAR NORTH SIDE,12,1,5,18,0,0.7818314824680298,0.6234898018587336,16.0,9.0,14.0,14.0
2023-05-03,8,NEAR NORTH SIDE,21,2,5,18,0,0.9749279121818236,-0.22252093395631434,12.0,15.0,12.0,14.428571428571429
2023-05-04,8,NEAR NORTH SIDE,11,3,5,18,0,0.43388373911755823,-0.900968867902419,21.0,14.0,20.0,15.285714285714286
2023-05-05,8,NEAR NORTH SIDE,15,4,5,18,0,-0.433883739117558,-0.9009688679024191,11.0,11.0,14.0,14.857142857142858
2023-05-06,8,NEAR NORTH SIDE,23,5,5,18,1,-0.9749279121818236,-0.2225209339563146,15.0,19.0,19.0,15.428571428571429
2023-05-07,8,NEAR NORTH SIDE,16,6,5,18,1,-0.7818314824680299,0.6234898018587334,23.0,14.0,8.0,16.0
2023-05-08,8,NEAR NORTH SIDE,14,0,5,19,0,0.0,1.0,16.0,16.0,12.0,16.285714285714285
2023-05-09,8,NEAR NORTH SIDE,10,1,5,19,0,0.7818314824680298,0.6234898018587336,14.0,12.0,9.0,16.0
2023-05-10,8,NEAR NORTH SIDE,18,2,5,19,0,0.9749279121818236,-0.22252093395631434,10.0,21.0,15.0,15.714285714285714
2023-05-11,8,NEAR NORTH SIDE,17,3,5,19,0,0.43388373911755823,-0.900968867902419,18.0,11.0,14.0,15.285714285714286
2023-05-12,8,NEAR NORTH SIDE,16,4,5,19,0,-0.433883739117558,-0.9009688679024191,17.0,15.0,11.0,16.142857142857142
2023-05-13,8,NEAR NORTH SIDE,12,5,5,19,1,-0.9749279121818236,-0.2225209339563146,16.0,23.0,19.0,16.285714285714285
2023-05-14,8,NEAR NORTH SIDE,17,6,5,19,1,-0.7818314824680299,0.6234898018587334,12.0,16.0,14.0,14.714285714285714
2023-05-15,8,NEAR NORTH SIDE,12,0,5,20,0,0.0,1.0,17.0,14.0,16.0,14.857142857142858
2023-05-16,8,NEAR NORTH SIDE,11,1,5,20,0,0.7818314824680298,0.6234898018587336,12.0,10.0,12.0,14.571428571428571
2023-05-17,8,NEAR NORTH SIDE,14,2,5,20,0,0.9749279121818236,-0.22252093395631434,11.0,18.0,21.0,14.714285714285714
2023-05-18,8,NEAR NORTH SIDE,14,3,5,20,0,0.43388373911755823,-0.900968867902419,14.0,17.0,11.0,14.142857142857142
2023-05-19,8,NEAR NORTH SIDE,12,4,5,20,0,-0.433883739117558,-0.9009688679024191,14.0,16.0,15.0,13.714285714285714
2023-05-20,8,NEAR NORTH SIDE,12,5,5,20,1,-0.9749279121818236,-0.2225209339563146,12.0,12.0,23.0,13.142857142857142
2023-05-21,8,NEAR NORTH SIDE,12,6,5,20,1,-0.7818314824680299,0.6234898018587334,12.0,17.0,16.0,13.142857142857142
2023-05-22,8,NEAR NORTH SIDE,13,0,5,21,0,0.0,1.0,12.0,12.0,14.0,12.428571428571429
2023-05-23,8,NEAR NORTH SIDE,11,1,5,21,0,0.7818314824680298,0.6234898018587336,13.0,11.0,10.0,12.571428571428571
2023-05-24,8,NEAR NORTH SIDE,11,2,5,21,0,0.9749279121818236,-0.22252093395631434,11.0,14.0,18.0,12.571428571428571
2023-05-25,8,NEAR NORTH SIDE,18,3,5,21,0,0.43388373911755823,-0.900968867902419,11.0,14.0,17.0,12.142857142857142
2023-05-26,8,NEAR NORTH SIDE,13,4,5,21,0,-0.433883739117558,-0.9009688679024191,18.0,12.0,16.0,12.714285714285714
2023-05-27,8,NEAR NORTH SIDE,15,5,5,21,1,-0.9749279121818236,-0.2225209339563146,13.0,12.0,12.0,12.857142857142858
2023-05-28,8,NEAR NORTH SIDE,17,6,5,21,1,-0.7818314824680299,0.6234898018587334,15.0,12.0,17.0,13.285714285714286
2023-05-29,8,NEAR NORTH SIDE,11,0,5,22,0,0.0,1.0,17.0,13.0,12.0,14.0
2023-05-30,8,NEAR NORTH SIDE,18,1,5,22,0,0.7818314824680298,0.6234898018587336,11.0,11.0,11.0,13.714285714285714
2023-05-31,8,NEAR NORTH SIDE,8,2,5,22,0,0.9749279121818236,-0.22252093395631434,18.0,11.0,14.0,14.714285714285714
2023-06-01,8,NEAR NORTH SIDE,22,3,6,22,0,0.43388373911755823,-0.900968867902419,8.0,18.0,14.0,14.285714285714286
2023-06-02,8,NEAR NORTH SIDE,20,4,6,22,0,-0.433883739117558,-0.9009688679024191,22.0,13.0,12.0,14.857142857142858
2023-06-03,8,NEAR NORTH SIDE,20,5,6,22,1,-0.9749279121818236,-0.2225209339563146,20.0,15.0,12.0,15.857142857142858
2023-06-04,8,NEAR NORTH SIDE,17,6,6,22,1,-0.7818314824680299,0.6234898018587334,20.0,17.0,12.0,16.571428571428573
2023-06-05,8,NEAR NORTH SIDE,12,0,6,23,0,0.0,1.0,17.0,11.0,13.0,16.571428571428573
2023-06-06,8,NEAR NORTH SIDE,15,1,6,23,0,0.7818314824680298,0.6234898018587336,12.0,18.0,11.0,16.714285714285715
2023-06-07,8,NEAR NORTH SIDE,13,2,6,23,0,0.9749279121818236,-0.22252093395631434,15.0,8.0,11.0,16.285714285714285
2023-06-08,8,NEAR NORTH SIDE,9,3,6,23,0,0.43388373911755823,-0.900968867902419,13.0,22.0,18.0,17.0
2023-06-09,8,NEAR NORTH SIDE,18,4,6,23,0,-0.433883739117558,-0.9009688679024191,9.0,20.0,13.0,15.142857142857142
2023-06-10,8,NEAR NORTH SIDE,14,5,6,23,1,-0.9749279121818236,-0.2225209339563146,18.0,20.0,15.0,14.857142857142858
2023-06-11,8,NEAR NORTH SIDE,17,6,6,23,1,-0.7818314824680299,0.6234898018587334,14.0,17.0,17.0,14.0
2023-06-12,8,NEAR NORTH SIDE,16,0,6,24,0,0.0,1.0,17.0,12.0,11.0,14.0
2023-06-13,8,NEAR NORTH SIDE,17,1,6,24,0,0.7818314824680298,0.6234898018587336,16.0,15.0,18.0,14.571428571428571
2023-06-14,8,NEAR NORTH SIDE,13,2,6,24,0,0.9749279121818236,-0.22252093395631434,17.0,13.0,8.0,14.857142857142858
2023-06-15,8,NEAR NORTH SIDE,8,3,6,24,0,0.43388373911755823,-0.900968867902419,13.0,9.0,22.0,14.857142857142858
2023-06-16,8,NEAR NORTH SIDE,9,4,6,24,0,-0.433883739117558,-0.9009688679024191,8.0,18.0,20.0,14.714285714285714
2023-06-17,8,NEAR NORTH SIDE,20,5,6,24,1,-0.9749279121818236,-0.2225209339563146,9.0,14.0,20.0,13.428571428571429
2023-06-18,8,NEAR NORTH SIDE,12,6,6,24,1,-0.7818314824680299,0.6234898018587334,20.0,17.0,17.0,14.285714285714286
2023-06-19,8,NEAR NORTH SIDE,11,0,6,25,0,0.0,1.0,12.0,16.0,12.0,13.571428571428571
2023-06-20,8,NEAR NORTH SIDE,13,1,6,25,0,0.7818314824680298,0.6234898018587336,11.0,17.0,15.0,12.857142857142858
2023-06-21,8,NEAR NORTH SIDE,14,2,6,25,0,0.9749279121818236,-0.22252093395631434,13.0,13.0,13.0,12.285714285714286
2023-06-22,8,NEAR NORTH SIDE,21,3,6,25,0,0.43388373911755823,-0.900968867902419,14.0,8.0,9.0,12.428571428571429
2023-06-23,8,NEAR NORTH SIDE,22,4,6,25,0,-0.433883739117558,-0.9009688679024191,21.0,9.0,18.0,14.285714285714286
2023-06-24,8,NEAR NORTH SIDE,18,5,6,25,1,-0.9749279121818236,-0.2225209339563146,22.0,20.0,14.0,16.142857142857142
2023-06-25,8,NEAR NORTH SIDE,18,6,6,25,1,-0.7818314824680299,0.6234898018587334,18.0,12.0,17.0,15.857142857142858
2023-06-26,8,NEAR NORTH SIDE,10,0,6,26,0,0.0,1.0,18.0,11.0,16.0,16.714285714285715
2023-06-27,8,NEAR NORTH SIDE,15,1,6,26,0,0.7818314824680298,0.6234898018587336,10.0,13.0,17.0,16.571428571428573
2023-06-28,8,NEAR NORTH SIDE,17,2,6,26,0,0.9749279121818236,-0.22252093395631434,15.0,14.0,13.0,16.857142857142858
2023-06-29,8,NEAR NORTH SIDE,15,3,6,26,0,0.43388373911755823,-0.900968867902419,17.0,21.0,8.0,17.285714285714285
2023-06-30,8,NEAR NORTH SIDE,17,4,6,26,0,-0.433883739117558,-0.9009688679024191,15.0,22.0,9.0,16.428571428571427
2023-07-01,8,NEAR NORTH SIDE,14,5,7,26,1,-0.9749279121818236,-0.2225209339563146,17.0,18.0,20.0,15.714285714285714
2023-07-02,8,NEAR NORTH SIDE,10,6,7,26,1,-0.7818314824680299,0.6234898018587334,14.0,18.0,12.0,15.142857142857142
2023-07-03,8,NEAR NORTH SIDE,18,0,7,27,0,0.0,1.0,10.0,10.0,11.0,14.0
2023-07-04,8,NEAR NORTH SIDE,6,1,7,27,0,0.7818314824680298,0.6234898018587336,18.0,15.0,13.0,15.142857142857142
2023-07-05,8,NEAR NORTH SIDE,13,2,7,27,0,0.9749279121818236,-0.22252093395631434,6.0,17.0,14.0,13.857142857142858
2023-07-06,8,NEAR NORTH SIDE,13,3,7,27,0,0.43388373911755823,-0.900968867902419,13.0,15.0,21.0,13.285714285714286
2023-07-07,8,NEAR NORTH SIDE,16,4,7,27,0,-0.433883739117558,-0.9009688679024191,13.0,17.0,22.0,13.0
2023-07-08,8,NEAR NORTH SIDE,13,5,7,27,1,-0.9749279121818236,-0.2225209339563146,16.0,14.0,18.0,12.857142857142858
2023-07-09,8,NEAR NORTH SIDE,13,6,7,27,1,-0.7818314824680299,0.6234898018587334,13.0,10.0,18.0,12.714285714285714
2023-07-10,8,NEAR NORTH SIDE,11,0,7,28,0,0.0,1.0,13.0,18.0,10.0,13.142857142857142
2023-07-11,8,NEAR NORTH SIDE,5,1,7,28,0,0.7818314824680298,0.6234898018587336,11.0,6.0,15.0,12.142857142857142
2023-07-12,8,NEAR NORTH SIDE,20,2,7,28,0,0.9749279121818236,-0.22252093395631434,5.0,13.0,17.0,12.0
2023-07-13,8,NEAR NORTH SIDE,15,3,7,28,0,0.43388373911755823,-0.900968867902419,20.0,13.0,15.0,13.0
2023-07-14,8,NEAR NORTH SIDE,16,4,7,28,0,-0.433883739117558,-0.9009688679024191,15.0,16.0,17.0,13.285714285714286
2023-07-15,8,NEAR NORTH SIDE,22,5,7,28,1,-0.9749279121818236,-0.2225209339563146,16.0,13.0,14.0,13.285714285714286
2023-07-16,8,NEAR NORTH SIDE,9,6,7,28,1,-0.7818314824680299,0.6234898018587334,22.0,13.0,10.0,14.571428571428571
2023-07-17,8,NEAR NORTH SIDE,15,0,7,29,0,0.0,1.0,9.0,11.0,18.0,14.0
2023-07-18,8,NEAR NORTH SIDE,15,1,7,29,0,0.7818314824680298,0.6234898018587336,15.0,5.0,6.0,14.571428571428571
2023-07-19,8,NEAR NORTH SIDE,11,2,7,29,0,0.9749279121818236,-0.22252093395631434,15.0,20.0,13.0,16.0
2023-07-20,8,NEAR NORTH SIDE,20,3,7,29,0,0.43388373911755823,-0.900968867902419,11.0,15.0,13.0,14.714285714285714
2023-07-21,8,NEAR NORTH SIDE,19,4,7,29,0,-0.433883739117558,-0.9009688679024191,20.0,16.0,16.0,15.428571428571429
2023-07-22,8,NEAR NORTH SIDE,17,5,7,29,1,-0.9749279121818236,-0.2225209339563146,19.0,22.0,13.0,15.857142857142858
2023-07-23,8,NEAR NORTH SIDE,10,6,7,29,1,-0.7818314824680299,0.6234898018587334,17.0,9.0,13.0,15.142857142857142
2023-07-24,8,NEAR NORTH SIDE,15,0,7,30,0,0.0,1.0,10.0,15.0,11.0,15.285714285714286
2023-07-25,8,NEAR NORTH SIDE,9,1,7,30,0,0.7818314824680298,0.6234898018587336,15.0,15.0,5.0,15.285714285714286
2023-07-26,8,NEAR NORTH SIDE,11,2,7,30,0,0.9749279121818236,-0.22252093395631434,9.0,11.0,20.0,14.428571428571429
2023-07-27,8,NEAR NORTH SIDE,12,3,7,30,0,0.43388373911755823,-0.900968867902419,11.0,20.0,15.0,14.428571428571429
2023-07-28,8,NEAR NORTH SIDE,18,4,7,30,0,-0.433883739117558,-0.9009688679024191,12.0,19.0,16.0,13.285714285714286
2023-07-29,8,NEAR NORTH SIDE,19,5,7,30,1,-0.9749279121818236,-0.2225209339563146,18.0,17.0,22.0,13.142857142857142
2023-07-30,8,NEAR NORTH SIDE,16,6,7,30,1,-0.7818314824680299,0.6234898018587334,19.0,10.0,9.0,13.428571428571429
2023-07-31,8,NEAR NORTH SIDE,5,0,7,31,0,0.0,1.0,16.0,15.0,15.0,14.285714285714286
2023-08-01,8,NEAR NORTH SIDE,11,1,8,31,0,0.7818314824680298,0.6234898018587336,5.0,9.0,15.0,12.857142857142858
2023-08-02,8,NEAR NORTH SIDE,18,2,8,31,0,0.9749279121818236,-0.22252093395631434,11.0,11.0,11.0,13.142857142857142
2023-08-03,8,NEAR NORTH SIDE,13,3,8,31,0,0.43388373911755823,-0.900968867902419,18.0,12.0,20.0,14.142857142857142
2023-08-04,8,NEAR NORTH SIDE,14,4,8,31,0,-0.433883739117558,-0.9009688679024191,13.0,18.0,19.0,14.285714285714286
2023-08-05,8,NEAR NORTH SIDE,11,5,8,31,1,-0.9749279121818236,-0.2225209339563146,14.0,19.0,17.0,13.714285714285714
2023-08-06,8,NEAR NORTH SIDE,12,6,8,31,1,-0.7818314824680299,0.6234898018587334,11.0,16.0,10.0,12.571428571428571
2023-08-07,8,NEAR NORTH SIDE,12,0,8,32,0,0.0,1.0,12.0,5.0,15.0,12.0
2023-08-08,8,NEAR NORTH SIDE,16,1,8,32,0,0.7818314824680298,0.6234898018587336,12.0,11.0,9.0,13.0
2023-08-09,8,NEAR NORTH SIDE,11,2,8,32,0,0.9749279121818236,-0.22252093395631434,16.0,18.0,11.0,13.714285714285714
2023-08-10,8,NEAR NORTH SIDE,15,3,8,32,0,0.43388373911755823,-0.900968867902419,11.0,13.0,12.0,12.714285714285714
2023-08-11,8,NEAR NORTH SIDE,12,4,8,32,0,-0.433883739117558,-0.9009688679024191,15.0,14.0,18.0,13.0
2023-08-12,8,NEAR NORTH SIDE,5,5,8,32,1,-0.9749279121818236,-0.2225209339563146,12.0,11.0,19.0,12.714285714285714
2023-08-13,8,NEAR NORTH SIDE,9,6,8,32,1,-0.7818314824680299,0.6234898018587334,5.0,12.0,16.0,11.857142857142858
2023-08-14,8,NEAR NORTH SIDE,18,0,8,33,0,0.0,1.0,9.0,12.0,5.0,11.428571428571429
